ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Title-Clean,Detect Language,Average-Rating,Review-Count,Author-Count,Publisher-Count,Binned-Rating
0061098760,Law of Gravity,stephen horn,2003.0,harpertorch,law gravity,en,6.75,4,2,258,Low
0451204158,Black Sunday,thomas harris,2001.0,signet book,black sunday,unknown,6.8,5,16,411,Low
0142001384,The Quiet American,graham greene,2002.0,penguin,quiet american,en,8.2,5,11,486,High
0440206685,Doc: The Rape of the Town of Lovell,jack olsen,1990.0,dell,doc rape town lovell,en,8.0,5,2,410,High
0345373707,Cry to Heaven,anne rice,1991.0,ballantine,cry heaven,en,6.8,10,54,656,Low
0440180090,Slapstick or Lonesome No More!,kurt vonnegut,1992.0,dell,slapstick lonesome,unknown,8.222222222222221,9,27,410,High
0670839531,Needful Things: The Last Castle Rock Story,stephen king,1991.0,viking,needful thing last castle rock,en,7.878787878787879,33,195,101,High
0446358584,The Talbot Odyssey,nelson demille,1991.0,warner,talbot odyssey,en,7.666666666666667,9,18,446,Low
0374121230,Child of My Heart,alice mcdermott,2002.0,farrar straus giroux,child heart,en,7.4,20,5,45,Low
0671014218,The Mulberry Tree,jude deveraux,2002.0,atria,mulberry tree,en,8.5,12,55,94,High
0553578529,Into the Wilderness,sara donati,1999.0,bantam,wilderness,en,7.583333333333333,12,1,864,Low
0471123005,Martha Inc.: The Incredible Story of Martha Stewart Living Omnimedia,christopher m byron,2002.0,wiley,martha inc incredible martha stewart living omnimedia,en,6.4,5,1,3,Low
0553213768,The Phantom of the Opera (Bantam Classic),gaston leroux,1991.0,bantam,phantom opera bantam classic,en,7.75,4,4,864,High
0316693707,Kiss the Girls,james patterson,1995.0,little brown,kiss girl,en,7.25,8,45,95,Low
0375752501,The Magnificent Ambersons (The Modern Library Classics),booth tarkington,1998.0,modern library,magnificent ambersons modern library classic,en,7.2,5,1,19,Low
0380013207,The Lathe of Heaven,ursula k le guin,1995.0,harper mass market paperbacks (mm),lathe heaven,en,8.125,8,17,48,High
0451192575,Donnie Brasco: My Undercover Life in the Mafia,joseph d pistone,1997.0,signet book,donnie brasco undercover life mafia,unknown,7.5,4,1,411,Low
0515123447,Killing Floor,lee child,1998.0,jove,killing floor,unknown,7.461538461538462,13,7,262,Low
0441010512,Club Dead (Southern Vampire Mysteries),charlaine harris,2003.0,ace,club dead southern vampire mystery,en,8.16,25,5,145,High
0887308589,"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",scott adams,1997.0,harperbusiness,dilbert principle cubicle eye view boss meeting management fad workplace affliction,en,8.2,15,29,10,High
0380727331,Memoir from Antproof Case,mark helprin,1996.0,perennial,memoir antproof case,en,7.0,4,5,277,Low
0440226236,The Death Pit,tony strong,2000.0,dell,death pit,en,6.75,4,1,410,Low
0374189870,Lives of the Monster Dogs,kirsten bakis,1997.0,farrar straus giroux,life monster dog,en,7.5,6,2,45,Low
0425161633,Second Nature,alice hoffman,1998.0,berkley,second nature,unknown,6.75,4,28,519,Low
0684853612,HIGH EXPOSURE : An Enduring Passion for Everest and Unforgiving Places,david breashears,1999.0,simon schuster,high exposure enduring passion everest unforgiving place,en,8.5,4,2,241,High
0446606928,Blue Light,walter mosley,1999.0,aspect,blue light,unknown,6.4,5,13,20,Low
0385503954,Atonement: A Novel,ian mcewan,2002.0,nan a talese,atonement,it,7.918367346938775,49,11,14,High
0375502947,Georgiana: Duchess of Devonshire,amanda foreman,2000.0,rom house,georgiana duchess devonshire,en,8.444444444444445,9,2,248,High
0375718990,The Pursuit of Love & Love in a Cold Climate: Two Novels,nancy mitford,2001.0,vintage usa,pursuit love love cold climate two,en,7.166666666666667,6,1,282,Low
0316097500,The Gospel of Judas : A Novel,simon mawer,2001.0,back bay,gospel juda,en,6.6,5,1,50,Low
088730866X,The Dilbert Future: Thriving on Stupidity in the 21st Century,scott adams,1997.0,harpercollins,dilbert future thriving stupidity 21st century,en,7.176470588235294,17,29,321,Low
0345396545,"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)",terry brooks,2000.0,del rey,ilse witch voyage jerle shannara 1,en,8.5,4,24,260,High
0060008865,Do No Harm,gregg hurwitz,2002.0,william morrow,harm,pt,8.0,6,2,130,High
044021646X,The Misbegotten Son: A Serial Killer and His Victims : The True Story of Arthur J. Shawcross,jack olsen,1993.0,dell,misbegotten son serial killer victim true arthur j shawcross,en,6.25,4,2,410,Low
0385507607,The Probable Future,alice hoffman,2003.0,doubleday,probable future,unknown,8.142857142857142,21,28,80,High
0743206061,The Second Time Around : A Novel,mary higgins clark,2003.0,simon schuster,second time around,en,7.090909090909091,22,65,241,Low
0553802453,No One to Trust,iris johansen,2002.0,bantam,one trust,unknown,8.125,8,25,864,High
0399148469,Hunting Season,nevada barr,2002.0,putnam,hunting season,unknown,7.666666666666667,9,20,212,Low
089296765X,Dead Midnight (Sharon McCone Mysteries (Hardcover)),marcia muller,2002.0,mysterious press,dead midnight sharon mccone mystery hardcover,en,7.625,8,14,15,Low
0553802461,Dead Aim,iris johansen,2003.0,bantam,dead aim,unknown,7.2105263157894735,19,25,864,Low
0440224071,Los Alamos: A Novel,joseph kanon,1998.0,isl,los alamo,es,6.7272727272727275,11,3,33,Low
0679781307,The Reader,carol brown janeway,1998.0,rom house,reader,en,7.4,5,1,248,Low
0440174643,Roots,alex haley,1980.0,dell,root,af,9.333333333333334,18,2,410,High
0449221393,Driving Force,dick francis,1994.0,fawcett,driving force,unknown,6.916666666666667,12,42,255,Low
0449147282,Milk and Honey (Peter Decker & Rina Lazarus Novels (Paperback)),faye kellerman,1991.0,fawcett,milk honey peter decker rina lazarus,unknown,8.428571428571429,7,35,255,High
0553275100,The Butcher's Theater,jonathan kellerman,1989.0,bantam,butcher theater,en,6.153846153846154,13,40,864,Low
0671660632,Dirk Gently's Holistic Detective Agency,douglas adams,1988.0,pocket,dirk gently holistic detective agency,en,7.714285714285714,21,54,652,High
0345323750,The Life and Loves of a She-Devil,fay weldon,1993.0,ballantine,life love devil,en,7.928571428571429,14,2,656,High
0345346904,Gateway (Heechee Saga),frederik pohl,1990.0,del rey,gateway heechee saga,so,7.333333333333333,9,1,260,Low
1591822246,"Rising Stars of Manga, Book 1",tokyopop,2003.0,tokyopop,rising star manga 1,unknown,7.75,4,1,20,High
159182415X,".Hack: //Legend of the Twilight, Vol. 2",tatsuya hamazaki,2003.0,tokyopop,hack legend twilight vol 2,en,8.5,4,2,20,High
1591824141,".Hack: //Legend of the Twilight, Vol. 1",tatsuya hamazaki,2003.0,tokyopop,hack legend twilight vol 1,en,8.0,4,2,20,High
0099769913,Songlines,bruce chatwin,1998.0,trafalgar square,songlines,unknown,8.625,8,5,44,High
3404148932,Das Jesus Video. Filmbuch.,andreas eschbach,2002.0,lübbe,da jesus video filmbuch,unknown,7.0,4,2,33,Low
0553050680,Jitterbug Perfume,tom robbins,1984.0,bantam dell,jitterbug perfume,no,7.6,5,23,72,Low
0439288886,Treasure Island (Scholastic Classics),robert louis stevenson,2002.0,scholastic,treasure island scholastic classic,en,9.0,4,12,223,High
0345391837,"So Long, and Thanks for All the Fish",douglas adams,1999.0,ballantine,long thanks fish,en,8.142857142857142,14,54,656,High
0571081789,Bell Jar,sylvia plath,1998.0,faber faber,bell jar,unknown,8.068965517241379,29,5,16,High
0310209307,The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,lee strobel,1998.0,zondervan,case christ journalist personal investigation evidence jesus,en,8.0625,16,3,17,High
0060177888,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,erma bombeck,1995.0,harpercollins,know animal behavior learned loehmann dressing room,en,8.7,10,19,321,High
0440214114,Mixed Blessings,danielle steel,1993.0,dell,mixed blessing,unknown,6.733333333333333,15,100,410,Low
0671016652,Three Wishes,barbara delinsky,1998.0,pocket,three wish,en,7.15,20,28,652,Low
0515110132,Line of Fire (Corps (Paperback)),w e b griffin,1994.0,jove,line fire corp,en,8.4,5,28,262,High
0312099436,Women of the Silk : A Novel,gail tsukiyama,1993.0,st martin's griffin,woman silk,en,7.9523809523809526,21,6,37,High
0451450442,Pyramids,terry pratchett,1990.0,new amer library,pyramid,lt,6.25,4,65,37,Low
0440987202,The Third Eye (Laurel Leaf Books),lois duncan,1991.0,laure leaf,third eye laurel leaf,en,7.75,4,13,40,High
0446357421,If Tomorrow Comes,sidney sheldon,1988.0,warner,tomorrow come,en,8.272727272727273,11,27,446,High
0684868938,Don't Make Me Stop This Car! : Adventures in Fatherhood,al roker,2000.0,scribner,' make stop car adventure fatherhood,en,7.5,4,1,142,Low
0399141065,Contagion,robin cook,1995.0,putnam,contagion,it,7.555555555555555,18,42,212,Low
0553212478,Frankenstein (Changing Our World),mary wollstonecraft shelley,1984.0,bantam,frankenstein changing world,unknown,7.72,25,8,864,High
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),tim f lahaye,1998.0,tyndale house,nicolae rise antichrist left behind 3,en,8.24561403508772,57,4,41,High
0553106333,Ashes to Ashes,tami hoag,1999.0,bantam,ash ash,en,7.916666666666667,12,17,864,High
0395683297,Silent Spring,rachel carson,1994.0,mariner,silent spring,no,8.25,8,3,27,High
0425168298,Secret Prey,john sandford,2003.0,berkley,secret prey,unknown,7.862068965517241,29,31,519,High
1566193087,Wuthering Heights,emily bronte,1994.0,dorset press,wuthering height,unknown,8.0,6,14,5,High
0553213423,Great Expectations (Bantam Classic),charles dickens,1982.0,bantam,great expectation bantam classic,unknown,8.142857142857142,14,29,864,High
0345433165,The Right Hand of Evil,john saul,1999.0,ballantine,right hand evil,en,6.888888888888889,9,43,656,Low
067084943X,The Book of Guys: Stories,garrison keillor,1993.0,penguin usa,guy,en,6.625,8,18,90,Low
0671799045,EVENING STAR,larry mcmurtry,1993.0,pocket,evening star,sv,4.25,4,33,652,Low
067178501X,PALMISTRY : HOW TO CHART THE LINES OF YOUR LIFE,roz levine,1993.0,fireside,palmistry chart line life,en,8.5,4,1,38,High
0486264661,Selected Poems (Dover Thrift Edition),emily dickinson,1990.0,dover lications,selected poem dover thrift,en,7.5,6,3,87,Low
0486272648,Beowulf (Dover Thrift Editions),r k gordon,1992.0,dover lications,beowulf dover thrift,en,6.5,4,1,87,Low
048627053X,Notes from the Underground (Dover Thrift Editions),fyodor dostoyevsky,1992.0,dover lications,note underground dover thrift,en,7.666666666666667,6,9,87,Low
0064472531,Violet & Claire,francesca lia block,2000.0,harpercollins juvenile,violet claire,fr,6.333333333333333,6,13,7,Low
0380017822,Animal Liberation,peter singer,1977.0,avon,animal liberation,it,8.6,5,3,540,High
0515129232,Second Wind,dick francis,2000.0,jove,second wind,en,5.8,5,42,262,Low
0316898163,"River, Cross My Heart : A Novel",breena clarke,2000.0,little brown,river cross heart,en,6.5,8,3,95,Low
0937611018,You Can Heal Your Life/101,louise l hay,1985.0,hay house,heal life 101,unknown,8.0,11,1,10,High
0374525102,Annie John : A Novel,jamaica kincaid,1997.0,noonday press,annie john,unknown,7.25,4,4,4,Low
0140003185,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54",robert graves,1978.0,penguin,claudius autobiography tiberius claudius emperor roman born 10 bc murdered deified ad 54,en,8.538461538461538,13,3,486,High
0446610526,The Legend,kathleen givens,2002.0,warner forever,legend,en,7.8,5,1,13,High
0385285965,Legends of the Fall,jim harrison,1980.0,delacorte press,legend fall,en,8.083333333333334,12,4,80,High
0140017917,The Power and the Glory,graham greene,1982.0,penguin usa,power glory,en,7.714285714285714,7,11,90,High
843220708X,Donde El Corazon Te Lleve,susanna tamaro,1996.0,editorial seix barral,donde el corazon te lleve,unknown,5.75,4,3,7,Low
0345367693,Diamond Throne (Elenium (Paperback)),david eddings,1990.0,del rey,diamond throne elenium,en,8.125,8,30,260,High
0345373529,"The Ruby Knight (Elenium, Book 2)",david eddings,1991.0,del rey,ruby knight elenium 2,en,7.75,8,30,260,High
8467001283,DOS Mujeres En Praga (Espasa Narrativa),juan jose millas,2002.0,espasa calpe mexicana s a,do mujeres en praga espasa narrativa,es,5.6,5,1,2,Low
8408047957,Lobas De Mar,zoe valdes,2003.0,planeta,lobas de mar,es,7.5,4,1,6,Low
0446357448,Bloodline,sidney sheldon,1988.0,warner,bloodline,unknown,7.625,8,27,446,Low
0060510323,LA Ciudad De Las Bestias,isabel allende,2003.0,rayo,la ciudad de la bestias,es,7.0,7,27,9,Low
0061008095,To Be the Best,barbara taylor bradford,1995.0,harpertorch,best,en,7.5,4,25,258,Low
0671689746,Sweet Liar,jude deveraux,1993.0,pocket,sweet liar,af,7.5,16,55,652,Low
067972768X,The Joy Luck Club (Vintage Contemporaries),amy tan,1991.0,vintage usa,joy luck club vintage contemporary,en,9.2,5,17,282,High
0380723409,Virgins of Paradise,barbara wood,1994.0,harper mass market paperbacks,virgin paradise,unknown,7.5,4,5,15,Low
0380790904,Well Favored Gentleman (Avon Historical Romance),christina dodd,1998.0,avon,well favored gentleman avon historical romance,en,7.0,11,11,540,Low
0439104645,I Choose You (Pokemon Chapter Book #1),tracey west,1999.0,scholastic,choose pokemon chapter # 1,unknown,5.833333333333333,6,3,223,Low
0425160343,A Connecticut Yankee in Criminal Court: A Mark Twain Mystery (Mark Twain Mystery),peter j heck,1997.0,berkley,connecticut yankee criminal court mark twain mystery mark twain mystery,en,8.0,4,2,519,High
0425155129,Death on the Mississippi: A Mark Twain Mystery (Mark Twain Mystery),peter j heck,1996.0,berkley,death mississippi mark twain mystery mark twain mystery,en,6.5,4,2,519,Low
0553574566,A Monstrous Regiment of Women,laurie r king,1996.0,bantam,monstrous regiment woman,en,7.875,16,14,864,High
0553347756,Wild Mind: Living the Writer's Life,natalie goldberg,1990.0,bantam,wild mind living writer life,en,7.8,10,3,864,High
8432207829,Sin Noticias de Gurb,eduardo mendoza,2001.0,editorial seix barral,sin noticias de gurb,es,6.5,4,5,7,Low
0452278384,"The Carbohydrate Addict's Lifespan Program : A Personalized Plan for Becoming Slim, Fit and Healthy in Your 40s, 50s, 60s and Beyond",rachael f heller,1998.0,plume,carbohydrate addict lifespan program personalized plan becoming slim fit healthy 40 50 60 beyond,en,6.4,5,3,125,Low
1551664348,Montana,debbie macomber,1998.0,mira,montana,unknown,7.25,8,32,219,Low
0061099732,Outer Banks,anne rivers siddons,1992.0,harpertorch,outer bank,unknown,7.0,16,18,258,Low
3518366823,Siddhartha,hermann hesse,1998.0,suhrkamp verlag,siddhartha,unknown,8.714285714285714,14,19,1,High
0515110396,Compelling Evidence,steven paul martini,1993.0,jove,compelling evidence,unknown,7.3076923076923075,13,11,262,Low
0385335555,Tell No One,harlan coben,2001.0,delacorte press,tell one,it,8.181818181818182,11,15,80,High
0385729332,The Sisterhood of the Traveling Pants,ann brashares,2001.0,delacorte press,sisterhood traveling pant,en,7.926829268292683,41,4,80,High
0385333005,Driving Mr. Albert: A Trip Across America with Einstein's Brain,michael paterniti,2000.0,dial,driving mr albert trip across america einstein brain,en,7.166666666666667,6,2,8,Low
0671517635,Gumpisms : The Wit and Wisdom of Forrest Gump,winston groom,1994.0,pocket,gumpisms wit wisdom forrest gump,en,8.0,8,6,652,High
0812695313,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale (Popular Culture and Philosophy Series),james b south,2003.0,open court,buffy vampire slayer philosophy fear trembling sunnydale popular culture philosophy series,en,8.2,5,1,2,High
0345428919,Out of the Blue,sally mandel,2002.0,ivy,blue,en,6.0,4,1,94,Low
0321130073,"HTML for the World Wide Web with XHTML and CSS: Visual QuickStart Guide, Fifth Edition",elizabeth castro,2002.0,peachpit press,html world wide web xhtml cs visual quickstart guide fifth,en,9.75,4,2,4,High
0684854422,The Exes : A Novel,pagan kennedy,1999.0,scribner,ex,en,7.5,4,2,142,Low
0505525542,Sex and the Single Vampire,katie macalister,2004.0,love spell,sex single vampire,en,9.285714285714286,7,7,40,High
0061099155,People of Darkness (Jim Chee Novels),tony hillerman,1991.0,harpertorch,people darkness jim chee,en,8.142857142857142,14,30,258,High
0886778913,Sword and Sorceress XVII,marion zimmer bradley,2000.0,daw,sword sorceress xvii,en,6.857142857142857,7,37,115,Low
051512768X,The Orchid Hunter,jill marie landis,2000.0,jove,orchid hunter,en,5.25,4,5,262,Low
0441203981,Elric of Melnibone (Elric),michael moorcock,1996.0,ace charter,elric melnibone elric,en,7.8,5,1,17,High
0394758277,"Farewell, My Lovely (Vintage Crime/Black Lizard)",raymond chandler,1992.0,vintage usa,farewell lovely vintage crime black lizard,unknown,7.4,5,4,282,Low
014044629X,The Decameron (Penguin Classics),giovanni boccaccio,1996.0,penguin putnam,decameron penguin classic,en,8.5,4,2,39,High
0140184937,Our Man in Havana: An Entertainment (Twentieth Century Classics),graham greene,1991.0,penguin,man havana entertainment twentieth century classic,en,7.6,5,11,486,Low
078688942X,"Myst, The: Book of D'Ni",rand miller,1998.0,hyperion,myst 'ni,en,7.8,5,3,109,High
0553373854,Buddha's Little Instruction Book,jack kornfield,1994.0,bantam,buddha little instruction,en,8.8,5,1,864,High
0345315715,Robots of Dawn (Robots of Dawn),isaac asimov,1989.0,del rey,robot dawn robot dawn,en,8.5,12,38,260,High
0345336275,Foundation (Foundation Series ; Bk 1),isaac asimov,1986.0,del rey,foundation foundation series ; bk 1,en,8.5,4,38,260,High
1551667010,The Soul Catcher: A Maggie O'Dell Novel,alex kava,2003.0,mira,soul catcher maggie 'dell,unknown,7.2631578947368425,19,3,219,Low
0425168220,"State of Siege (Tom Clancy's Op-Center, 6)",tom clancy,1999.0,berkley,state siege tom clancy op center 6,en,6.642857142857143,14,49,519,Low
0440220793,The 13th Juror,john t lescroart,1995.0,dell,13th juror,en,7.166666666666667,12,12,410,Low
0425146413,Night Prey,john sandford,2004.0,berkley,night prey,unknown,8.095238095238095,21,31,519,High
0553566075,Dead Man's Island,carolyn g hart,1994.0,bantam,dead man island,unknown,7.75,4,11,864,High
0880385480,"The Legend of Huma (Dragonlance Heroes, Vol. 1)",richard knaak,1988.0,wizards of the coast,legend huma dragonlance hero vol 1,unknown,7.142857142857143,7,1,47,Low
0380793342,The Heir,johanna lindsey,2001.0,avon,heir,en,7.375,8,49,540,Low
0515094773,Vows,lavyrle spencer,1996.0,jove,vow,nl,7.461538461538462,13,27,262,Low
0486275574,Romeo and Juliet (Dover Thrift Editions),william shakespeare,1993.0,dover lications,romeo juliet dover thrift,unknown,8.25,8,56,87,High
0349107688,Whit,iain banks,1996.0,little brown,whit,en,7.7272727272727275,11,9,95,High
0671501070,"Dragon's Honor (Star Trek: The Next Generation, No. 38)",kij johnson,1996.0,star trek,dragon honor star trek next generation 38,en,5.75,4,1,107,Low
0671027514,SPRINGWATER,linda lael miller,1998.0,pocket,springwater,af,6.666666666666667,6,24,652,Low
0451404327,The Rebel Bride,catherine coulter,1995.0,topaz,rebel bride,en,7.75,8,51,8,High
0345333926,Ringworld,larry niven,1990.0,del rey,ringworld,unknown,8.222222222222221,27,18,260,High
0446603503,Superstitious,r l stine,1996.0,warner,superstitious,unknown,6.923076923076923,13,52,446,Low
0440225825,Move to Strike,perri ohaughnessy,2001.0,isl,move strike,sk,7.933333333333334,30,12,33,High
0425191729,Golden Buddha (Oregon Files (Paperback)),clive cussler,2003.0,berkley,golden buddha oregon file,da,6.928571428571429,14,37,519,Low
0312977026,K-Pax,gene brewer,2001.0,st martin's paperbacks,k pax,unknown,7.947368421052632,19,1,117,High
044990668X,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,jeff dr reid,1992.0,ballantine,cat dependent learning live cat free cat filled world,en,5.4,5,1,656,Low
0465005594,The Physics of Star Trek,lawrence m krauss,1995.0,perseus,physic star trek,en,7.5,6,2,9,Low
044022330X,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,al franken,1996.0,isl,rush limbaugh big fat idiot observation,en,7.214285714285714,14,6,33,Low
0609800140,Anatomy of the Spirit: The Seven Stages of Power and Healing,caroline myss,1997.0,three rivers press (ca),anatomy spirit seven stage power healing,en,6.7,10,2,22,Low
0911104674,Never Eat Anything Bigger Than Your Head and Other Drawings,b kliban,1976.0,workman,never eat anything bigger head drawing,en,9.25,4,1,31,High
1551668076,Gathering Lies,meg o'brien,2001.0,mira,gathering lie,unknown,6.666666666666667,6,4,219,Low
0670892084,Welcome to My Planet: Where English Is Sometimes Spoken,shannon olson,2000.0,viking,welcome planet english sometimes spoken,en,6.5,6,2,101,Low
0812534085,The Ivory and the Horn (Newford),charles de lint,1996.0,tor,ivory horn newford,en,9.75,4,18,199,High
0394740181,American Indian Myths and Legends (Pantheon Fairy Tale and Folklore Library),richard erdoes,1985.0,pantheon,american indian myth legend pantheon fairy tale folklore library,en,7.928571428571429,14,1,37,High
0812589505,Song of the Axe (The Song of the Axe),john r dann,2002.0,tor,song axe song axe,en,6.166666666666667,6,1,199,Low
077109969X,The Lost Salt Gift of Blood (New Canadian Library),alistair macleod,1989.0,new canadian library,lost salt gift blood new canadian library,en,8.4,5,2,7,High
039304632X,The Voyage of the Narwhal,andrea barrett,1998.0,w w norton co,voyage narwhal,en,7.666666666666667,12,4,8,Low
0679731725,The Remains of the Day (Vintage International),kazuo ishiguro,1993.0,vintage usa,remains day vintage international,en,7.794117647058823,34,7,282,High
0886776287,Sing the Four Quarters (Daw Book Collectors),tanya huff,1996.0,daw,sing four quarter daw collector,en,7.5,8,15,115,Low
0064402754,The Best Christmas Pageant Ever,barbara robinson,1988.0,harpertrophy,best christmas pageant ever,en,8.88888888888889,9,2,149,High
0451210638,A Case of Need,michael crichton,2003.0,signet book,case need,en,7.235294117647059,17,33,411,Low
0440173701,Remembrance,danielle steel,1983.0,dell,remembrance,unknown,7.5,14,100,410,Low
0399151060,"Remember When (Roberts, Nora)",nora roberts,2003.0,putnam,remember robert nora,unknown,9.066666666666666,15,127,212,High
0345456521,No Graves As Yet: A Novel of World War I,anne perry,2003.0,ballantine,graf yet world war,en,6.25,4,45,656,Low
0842384065,Soon,jerry b jenkins,2003.0,tyndale house,soon,so,8.444444444444445,9,5,41,High
0842332340,Armageddon: The Cosmic Battle of the Ages (Left Behind #11),tim f lahaye,2003.0,tyndale house,armageddon cosmic battle age left behind # 11,en,8.5,20,4,41,High
0425191796,Letter from Home,carolyn g hart,2003.0,berkley,letter home,no,8.5,4,11,519,High
0446600768,Snagged,carol higgins clark,1994.0,warner,snagged,unknown,6.5,6,12,446,Low
074341134X,True to Form : A Novel,elizabeth berg,2002.0,atria,true form,unknown,8.2,5,26,94,High
0395636264,River-Horse,william least heat moon,1999.0,houghton mifflin,river horse,da,6.0,4,5,76,Low
0451402383,Fire Song,catherine coulter,1985.0,signet book,fire song,unknown,9.4,5,51,411,High
0451402340,Secret Song,catherine coulter,1997.0,onyx,secret song,unknown,8.5,4,51,65,High
0671525751,Someone to Watch Over Me : A Novel,judith mcnaught,2003.0,atria,someone watch,en,7.421052631578948,19,20,94,Low
015100692X,The Crimson Petal and the White,michel faber,2002.0,harcourt,crimson petal white,en,7.628571428571429,35,5,44,Low
0802713432,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",dava sobel,1999.0,walker,galileo daughter historical memoir science faith love,en,7.714285714285714,14,5,3,High
155166884X,Doing Good,pamela morsi,2002.0,mira,good,af,7.823529411764706,17,3,219,High
0743446496,The Right Words at the Right Time,marlo thomas,2002.0,atria,right word right time,en,7.833333333333333,6,1,94,High
0805056637,Are You Somebody: The Accidental Memoir of a Dublin Woman,nuala o'faolain,1998.0,henry holt,somebody accidental memoir dublin woman,en,5.166666666666667,6,4,32,Low
0064407691,"The Miserable Mill (A Series of Unfortunate Events, Book 4)",lemony snicket,2000.0,harpercollins,miserable mill series unfortunate event 4,en,8.363636363636363,22,14,321,High
0385314698,The Sixteen Pleasures: A Novel,robert hellenga,1995.0,delta,sixteen pleasure,en,7.346153846153846,26,3,56,Low
0553110004,All Things Bright and Beautiful,james herriot,1998.0,bantam doubleday dell,thing bright beautiful,en,9.166666666666666,6,24,64,High
076455168X,Weight Training for Dummies,liz neporent,2000.0,for dummies,weight training dummy,en,8.0,5,1,3,High
044900211X,The Marching Season,daniel silva,2000.0,ballantine,marching season,en,7.6,5,7,656,Low
0671004239,The Locket,richard paul evans,2000.0,pocket,locket,en,6.5,8,14,652,Low
0786866020,Fish! A Remarkable Way to Boost Morale and Improve Results,stephen c lundin,2000.0,hyperion,fish remarkable way boost morale improve result,en,7.904761904761905,21,1,109,High
0399146725,The Jury,steve martini,2001.0,g p putnam's sons,jury,en,8.25,12,6,37,High
0449006565,The Whitechapel Conspiracy,anne perry,2002.0,ballantine,whitechapel conspiracy,en,7.8,15,45,656,High
0345440048,Southampton Row (Charlotte & Thomas Pitt Novels (Paperback)),anne perry,2003.0,fawcett,southampton row charlotte thomas pitt,en,7.375,8,45,255,Low
0553580337,"House Corrino (Dune: House Trilogy, Book 3)",brian herbert,2002.0,spectra,house corrino dune house trilogy 3,en,7.090909090909091,11,8,78,Low
0425153088,Leave the Grave Green,deborah crombie,1996.0,berkley,leave grave green,en,7.0,6,8,519,Low
0425166139,The Raphael Affair (Prime Crime Mysteries),iain pears,1998.0,prime crime,raphael affair prime crime mystery,en,7.833333333333333,6,9,16,High
0345376579,The End of the Pier,martha grimes,1994.0,ballantine,end pier,en,6.375,8,30,656,Low
0451458540,Once upon a Winters Night,dennis l mckiernan,2002.0,roc,upon winter night,en,7.0,6,1,69,Low
0441007511,Out of Time,lynn abbey,2000.0,ace,time,en,6.666666666666667,6,2,145,Low
8423331962,Alquimista Impaciente el (Coleccion Ancora y Delfin),lorenzo silva,2000.0,planeta,alquimista impaciente el coleccion ancora delfin,es,9.0,4,2,6,High
8420483532,El Capitan Alatriste,arturo y carlota perez reverte,1997.0,ediciones alfaguara s a,el capitan alatriste,ca,8.0,11,1,2,High
8408036424,Mientras Vivimos,maruja torres,2000.0,planeta,mientras vivimos,lt,6.75,4,1,6,Low
0670899771,Our Lady of the Lost and Found: A Novel,diane schoemperlen,2001.0,viking,lady lost found,en,7.4,5,2,101,Low
8845906884,Lo Hobbit / The Hobbit,j r r tolkien,2002.0,distri,lo hobbit hobbit,en,8.25,4,54,77,High
0679457526,Into Thin Air : A Personal Account of the Mount Everest Disaster,jon krakauer,1997.0,villard,thin air personal account mount everest disaster,en,8.375,40,9,32,High
037550298X,Geeks: How Two Lost Boys Rode the Internet Out of Idaho,jon katz,2000.0,villard,geek two lost boy rode internet idaho,en,8.4,5,2,32,High
006103066X,The Shark Mutiny,patrick robinson,2002.0,harpertorch,shark mutiny,en,8.0,6,5,258,High
0446610550,The Playboy,carly phillips,2003.0,warner forever,playboy,en,7.222222222222222,18,8,13,Low
0399150412,White Death: A Novel from the Numa Files,clive cussler,2003.0,putnam,white death numa file,en,7.833333333333333,6,37,212,High
0440207770,Silver Wedding,maeve binchy,1990.0,dell,silver wedding,unknown,7.24,25,29,410,Low
0553297945,The Wakefield Legacy: The Untold Story (Sweet Valley Saga (Paperback)),francine pascal,1992.0,bantam,wakefield legacy untold sweet valley saga,en,8.0,4,4,864,High
0440228352,Whirligig (Laurel Leaf Books),paul fleischman,1999.0,laurel-leaf,whirligig laurel leaf,unknown,8.5,8,2,17,High
0571206484,Prodigal Summer,barbara kingsolver,2002.0,faber faber,prodigal summer,unknown,8.117647058823529,17,18,16,High
0743201116,The Faeries' Oracle,brian froud,2000.0,simon schuster,faery ' oracle,en,8.75,4,2,241,High
0316769509,Nine Stories,jd salinger,1991.0,little brown,nine,af,8.057142857142857,35,7,95,High
0451150716,Carrie,stephen king,1981.0,signet book,carrie,es,6.833333333333333,6,195,411,Low
0380704161,Through a Glass Darkly,karleen koen,1987.0,avon,glass darkly,en,7.0,7,1,540,Low
